0,1,2
구분,직무,단위업무
팀☆,"영업전략
기획","1. 
방송광고  총괄  정책수립  및  방송광고  시장변화
   
대응  관련  업무
2. 
대외  통상관련  대응전략  기획 추진
3. 
수수료  관련  정책  수립  및  시행
4. 
방송광고  제도개선 결합매체 신규매체  개발  등
)
5. 
미디어 광고시장 경쟁매체  동향  등  현안보고서  작성
6. 
결합판매  관련  업무  총괄 매체균형협의체  운영 방송광고
   
균형발전위원회  지원  등
)
7. 
전사  영업목표  책정  및  관리
8. 
전매체  영업전략 요금정책 영업제도  수립 영업실적
   
분석 관리  업무 영업정책조정회의  등
)
9. 
영업대행  관련  업무  방송사  방송광고  판매대행  약관 외주   
     
제작사용  간접광고  판매대행  약관  등
)
10. 
영업관련  유관기관  등  대외  네트워크  강화"
,영업지원,"1. 
월별  신탁  확정 전산마감  및  보고
2. 
광고  대행수수료  정산  업무
3. 
본사  관할  광고료  수금업무 광고회사 일반  직거래광고주
)
4. 
부도  및  미수금  관리업무
5. 
광고료  전자세금계산서  관련  전산시스템  관리
6. 
영업관리  계획  수립
7. 
광고회사용  방송광고거래약관  관리 수금관리 영업관리
)
8. 
방송광고거래기본계약 광고회사용 체결  및  관리
  (
수금관리 영업관리  부문
)
9. 
광고료  지급보증  관리업무 광고회사 일반직거래  광고주
)
10. 
대행광고주  관리업무
11. 
영업보고서  영업부문  작성  지원업무"
